TRAJ	SHORT_TRAJ	AMP_TMP2M_mean	AMP_RH_mean	AMP_WS_mean	AMP_PREC_sum	O3_max	YEAR	SEASON
d	d	c	c	c	c	d	d	d
						class
3	4	8.22857142857143	89.2448979591837	0.657142857142857	1.2	MODERATE	2003	AUTOMN
3	4	4.61224489795918	92.9591836734694	0.318367346938775	5.1	MODERATE	2003	AUTOMN
3	3	5.39183673469388	96.8163265306122	0.189795918367347	2.2	LOW	2003	AUTOMN
3	1	4.63265306122449	92.8979591836735	0.142857142857143	0	LOW	2003	AUTOMN
9	1	3.36734693877551	93.0408163265306	0.197959183673469	0	LOW	2003	WINTER
2	1	4.0530612244898	85.0408163265306	0.491836734693878	0	MODERATE	2003	WINTER
5	1	3.4265306122449	90.6326530612245	0.261224489795918	0	LOW	2003	WINTER
5	1	2.00816326530612	96.1020408163265	0.222448979591837	0	LOW	2003	WINTER
2	1	3.22040816326531	89.4285714285714	0.348979591836735	0	LOW	2003	WINTER
2	2	5.04489795918367	78.1836734693878	1.72040816326531	3.3	MODERATE	2003	WINTER
4	3	-1.7	68.3061224489796	1.72448979591837	0	MODERATE	2003	WINTER
6	3	-3.48	68.4	0.82	0	MODERATE	2003	WINTER
6	3	-2.76041666666667	75.9166666666667	0.527083333333333	0.2	MODERATE	2003	WINTER
6	3	-1.83877551020408	83.2448979591837	0.289795918367347	0	LOW	2003	WINTER
1	3	0.887755102040816	88.1428571428571	0.153061224489796	0.1	LOW	2003	WINTER
7	1	2.49591836734694	87.5510204081633	0.23265306122449	0	MODERATE	2003	WINTER
2	1	0.0530612244897959	85.0816326530612	0.373469387755102	0	MODERATE	2003	WINTER
2	1	3.97551020408163	82.9795918367347	1.23265306122449	0	MODERATE	2003	WINTER
4	2	-2.01632653061225	91.4489795918367	0.204081632653061	0.4	LOW	2003	WINTER
6	2	-2.21428571428571	63.7959183673469	0.275510204081633	0	MODERATE	2003	WINTER
7	2	-3.91020408163265	77.6122448979592	0.193877551020408	0	MODERATE	2003	WINTER
1	5	-2.50612244897959	77.6122448979592	0.183673469387755	0	MODERATE	2003	WINTER
6	5	-0.424489795918367	84.8571428571429	0.6	0	MODERATE	2003	WINTER
9	5	2.96122448979592	77.6938775510204	0.955102040816327	0	MODERATE	2003	WINTER
7	5	5.7	88.6326530612245	1.94489795918367	41.9	MODERATE	2003	WINTER
2	2	-0.497959183673469	92.530612244898	0.073469387755102	4.5	MODERATE	2003	WINTER
6	2	-4.86530612244898	67.8367346938775	1.65102040816327	0	MODERATE	2003	WINTER
1	2	-9.30408163265306	70.6734693877551	0.853061224489796	0	MODERATE	2003	WINTER
7	2	-10.4755102040816	74.2244897959184	0.275510204081633	0	MODERATE	2003	WINTER
7	1	-6.34081632653061	80.4897959183673	0.157142857142857	0	MODERATE	2003	WINTER
7	1	4.92857142857143	74.3061224489796	1.75510204081633	0	MODERATE	2003	WINTER
7	4	7.8	68.4285714285714	1.53061224489796	0	MODERATE	2003	WINTER
5	4	5.03877551020408	80.9591836734694	0.295918367346939	6	MODERATE	2003	WINTER
5	3	3.02040816326531	94.3877551020408	0.130612244897959	10.4	LOW	2003	WINTER
2	2	2.66938775510204	94.0408163265306	0.261224489795918	0.7	LOW	2003	WINTER
6	3	-0.0102040816326531	90.2040816326531	0.424489795918367	0.2	LOW	2004	WINTER
6	3	-2.67959183673469	77.5510204081633	0.918367346938776	0	MODERATE	2004	WINTER
6	3	-5.14897959183673	76.2857142857143	1.26326530612245	0	MODERATE	2004	WINTER
1	3	-9.77142857142857	78.7959183673469	0.459183673469388	0	MODERATE	2004	WINTER
1	3	-4.02916666666667	70.4375	0.49375	0	MODERATE	2004	WINTER
1	3	-5.92448979591837	77.1428571428571	0.273469387755102	0	MODERATE	2004	WINTER
1	1	-4.88163265306122	79.530612244898	0.148979591836735	0	MODERATE	2004	WINTER
1	1	-0.00204081632653063	84.8367346938775	0.255102040816327	1.4	MODERATE	2004	WINTER
1	2	1.18367346938776	95.0204081632653	0.255102040816327	6.8	LOW	2004	WINTER
2	2	-1.09591836734694	95.8163265306122	0.208163265306122	0.5	LOW	2004	WINTER
4	1	0.806122448979592	90.0408163265306	0.702040816326531	0	MODERATE	2004	WINTER
5	5	6.81020408163265	79.1836734693878	2.37755102040816	0.7	MODERATE	2004	WINTER
4	5	9.27142857142857	79.734693877551	2.62040816326531	0	MODERATE	2004	WINTER
3	5	5.89583333333333	84.6458333333333	0.491666666666667	29.6	MODERATE	2004	WINTER
8	2	-0.881632653061225	94.4285714285714	0.238775510204082	3.4	MODERATE	2004	WINTER
3	1	4.03061224489796	78.6122448979592	3.35102040816327	2	MODERATE	2004	WINTER
4	5	2.36938775510204	91.8979591836735	1.92040816326531	44.4	MODERATE	2004	WINTER
4	3	-0.1	95.7755102040816	0.0346938775510204	48.9	MODERATE	2004	WINTER
1	3	-1.34897959183673	92.8979591836735	0.00408163265306122	2.2	MODERATE	2004	WINTER
2	1	0.00612244897959183	89.3061224489796	0.673469387755102	0	MODERATE	2004	WINTER
9	3	-7.08163265306122	81.0816326530612	0.355102040816327	0	MODERATE	2004	WINTER
6	3	-8.63061224489796	80.5510204081633	0.469387755102041	0	MODERATE	2004	WINTER
9	3	-15.5431818181818	78.3863636363636	0.172727272727273	0	MODERATE	2004	WINTER
7	2	-12.8816326530612	75.8571428571429	0.230612244897959	0	MODERATE	2004	WINTER
7	1	-7.53877551020408	78.4489795918367	0.13265306122449	0	MODERATE	2004	WINTER
7	1	-1.33877551020408	78.9591836734694	0.585714285714286	1	MODERATE	2004	WINTER
7	1	-0.610204081632653	91.1020408163265	0.248979591836735	3	MODERATE	2004	WINTER
5	3	-4.1530612244898	90.0204081632653	0.224489795918367	2.4	LOW	2004	WINTER
9	1	-7.2734693877551	86.0612244897959	0.224489795918367	0	MODERATE	2004	WINTER
6	1	-8.70204081632653	80.3469387755102	0.202040816326531	0	MODERATE	2004	WINTER
7	5	2.06326530612245	73.7755102040816	2.06326530612245	0	MODERATE	2004	WINTER
8	1	1.26041666666667	81.0208333333333	1.05208333333333	0	MODERATE	2004	WINTER
9	1	1.08979591836735	83.7142857142857	0.597959183673469	0	MODERATE	2004	WINTER
9	1	3.46938775510204	76.0408163265306	0.2	0	MODERATE	2004	WINTER
8	2	2.49795918367347	76.3877551020408	0.193877551020408	0	MODERATE	2004	WINTER
4	1	2.94897959183673	71.469387755102	0.293877551020408	0	MODERATE	2004	WINTER
3	5	6.85652173913043	66.0652173913043	1.29782608695652	0	MODERATE	2004	WINTER
3	5	5.56734693877551	84.1632653061225	0.785714285714286	6.3	MODERATE	2004	WINTER
3	5	2.23061224489796	80.1428571428571	1.35510204081633	0	MODERATE	2004	WINTER
8	2	-1.06530612244898	59.8163265306122	0.336734693877551	0	MODERATE	2004	WINTER
6	2	0.197959183673469	67.1428571428571	0.963265306122449	0	MODERATE	2004	WINTER
4	2	2.06734693877551	67.7142857142857	1.49591836734694	3.1	MODERATE	2004	WINTER
6	3	-5.87142857142857	76.6326530612245	0.728571428571429	0.1	MODERATE	2004	WINTER
1	1	-4.67755102040816	76.8775510204082	0.312244897959184	0	MODERATE	2004	WINTER
9	1	-1.04285714285714	76.9591836734694	0.33265306122449	0	MODERATE	2004	WINTER
9	1	0.86530612244898	77.6326530612245	0.540816326530612	0	MODERATE	2004	WINTER
9	3	-0.128571428571429	84.1428571428571	0.351020408163265	0	MODERATE	2004	WINTER
9	2	-1.51836734693878	71.3673469387755	0.289795918367347	0	MODERATE	2004	WINTER
9	1	0.308163265306122	79.3061224489796	0.361224489795918	5.8	MODERATE	2004	WINTER
9	3	-0.893877551020408	87.8571428571429	1.00816326530612	6.7	MODERATE	2004	WINTER
6	3	-2.27755102040816	81.265306122449	0.704081632653061	0.2	MODERATE	2004	WINTER
9	3	-2.85918367346939	80.9795918367347	0.404081632653061	3.5	MODERATE	2004	WINTER
3	4	0.112244897959184	92.7551020408163	0.13265306122449	1.9	LOW	2004	WINTER
3	3	1.70408163265306	92.3673469387755	0.875510204081633	45	MODERATE	2004	WINTER
6	3	-3.9125	90.975	0.2875	13.4	MODERATE	2004	WINTER
6	1	-0.159183673469388	88.1428571428571	0.671428571428571	5	MODERATE	2004	WINTER
9	3	-0.0181818181818182	92.8409090909091	0.222727272727273	27.6	MODERATE	2004	WINTER
9	3	-1.725	91.5909090909091	0.331818181818182	9.8	MODERATE	2004	WINTER
9	3	-2.56595744680851	93.0425531914894	0.219148936170213	24.3	MODERATE	2004	WINTER
9	3	-2.03061224489796	89.469387755102	0.391836734693878	12.3	MODERATE	2004	WINTER
5	3	-4.16938775510204	83.6122448979592	0.6	0	MODERATE	2004	WINTER
5	3	-4.35714285714286	80.6734693877551	0.336734693877551	0	MODERATE	2004	WINTER
7	1	-1.73265306122449	80.530612244898	0.255102040816327	0	MODERATE	2004	WINTER
9	3	-1.75102040816327	79.2448979591837	0.381632653061225	0	MODERATE	2004	WINTER
1	3	-4.9265306122449	76.1836734693878	0.504081632653061	0	MODERATE	2004	WINTER
1	1	-2.13265306122449	66.9387755102041	0.426530612244898	0	MODERATE	2004	WINTER
6	3	-1.73265306122449	83.8979591836735	0.291836734693878	15.6	MODERATE	2004	WINTER
1	3	-1.72244897959184	88.8979591836735	0.291836734693878	7.2	MODERATE	2004	WINTER
1	2	-1.4530612244898	83.9183673469388	0.542857142857143	0.4	MODERATE	2004	WINTER
5	1	-1.93265306122449	80.7959183673469	0.43469387755102	0	MODERATE	2004	WINTER
5	3	-0.277551020408163	86.0408163265306	0.355102040816327	1.6	MODERATE	2004	WINTER
5	3	0.606122448979592	87.6326530612245	0.430612244897959	0	MODERATE	2004	WINTER
5	4	5.64897959183673	76.8163265306122	2.00204081632653	0	HIGH	2004	WINTER
5	5	4.2265306122449	85.8775510204082	1.08571428571429	0	MODERATE	2004	WINTER
5	1	2.15	95.25	0.25	0	MODERATE	2004	WINTER
4	2	1.17857142857143	93.7142857142857	0.126190476190476	45.9	MODERATE	2004	WINTER
4	3	0.919148936170213	94.1489361702128	0.125531914893617	21.5	MODERATE	2004	WINTER
4	1	1.36938775510204	94.2857142857143	0.13265306122449	3.9	LOW	2004	WINTER
9	2	2.89183673469388	88.0408163265306	0.253061224489796	6.7	MODERATE	2004	WINTER
1	3	-0.00408163265306123	92.7959183673469	0.451020408163265	4.7	MODERATE	2004	WINTER
1	3	-1.13673469387755	87.265306122449	0.257142857142857	0	MODERATE	2004	WINTER
1	3	1.0734693877551	78.1836734693878	0.257142857142857	0	MODERATE	2004	WINTER
1	3	1.8530612244898	75.9795918367347	0.469387755102041	0	MODERATE	2004	WINTER
1	3	2.35918367346939	75.2857142857143	0.730612244897959	0	MODERATE	2004	WINTER
5	1	4.9734693877551	82.6734693877551	0.206122448979592	0.1	MODERATE	2004	WINTER
5	3	9.06734693877551	78.530612244898	0.442857142857143	0	MODERATE	2004	SPRING
5	1	7.53061224489796	76.3673469387755	0.43469387755102	0	MODERATE	2004	SPRING
5	5	9.2734693877551	73.7755102040816	1.21428571428571	0	MODERATE	2004	SPRING
5	5	12.4448979591837	69.265306122449	1.96530612244898	0.8	HIGH	2004	SPRING
3	5	7.2	85.8979591836735	1.32857142857143	23.3	MODERATE	2004	SPRING
8	1	3.11428571428571	94.9183673469388	0.26734693877551	28.7	MODERATE	2004	SPRING
4	1	0.186666666666667	94.5555555555556	0.111111111111111	23.3	MODERATE	2004	SPRING
8	1	3.67755102040816	76.2244897959184	0.363265306122449	0.3	MODERATE	2004	SPRING
8	3	1.97551020408163	93.0408163265306	0.16530612244898	26.8	MODERATE	2004	SPRING
4	3	3.1	95.6734693877551	0.208163265306122	0.2	MODERATE	2004	SPRING
9	3	7.33673469387755	79.4081632653061	0.76734693877551	2.5	MODERATE	2004	SPRING
1	3	4.55714285714286	85.9387755102041	0.836734693877551	18.6	MODERATE	2004	SPRING
6	2	4.87755102040816	89.2448979591837	0.3	11.4	MODERATE	2004	SPRING
9	3	5.51836734693878	92.2040816326531	0.291836734693878	1	MODERATE	2004	SPRING
9	1	6.38571428571429	86.4897959183673	0.263265306122449	0	MODERATE	2004	SPRING
9	1	8.48775510204082	82.6326530612245	0.542857142857143	9.2	MODERATE	2004	SPRING
5	1	8.75510204081633	93.9183673469388	0.179591836734694	2.6	MODERATE	2004	SPRING
5	5	10.8510204081633	81.4285714285714	1.27959183673469	0	MODERATE	2004	SPRING
5	5	9.92857142857143	85.1428571428571	0.76734693877551	5.1	MODERATE	2004	SPRING
6	2	9.29183673469388	84.0612244897959	0.536734693877551	0.3	MODERATE	2004	SPRING
9	2	9.38571428571429	71.6122448979592	0.444897959183673	0	MODERATE	2004	SPRING
4	1	12.0244897959184	63.1428571428571	0.426530612244898	0	MODERATE	2004	SPRING
9	2	12.5244897959184	69.5102040816327	0.373469387755102	0	MODERATE	2004	SPRING
9	2	8.74081632653061	86.6122448979592	0.569387755102041	20.2	MODERATE	2004	SPRING
9	3	8.87755102040816	67.2857142857143	1.63877551020408	0	MODERATE	2004	SPRING
1	3	6.29387755102041	84.8367346938775	0.620408163265306	0	MODERATE	2004	SPRING
1	3	7.93469387755102	78.1020408163265	0.361224489795918	0	MODERATE	2004	SPRING
1	5	13.169387755102	62.530612244898	1.02040816326531	0	HIGH	2004	SPRING
5	4	10.569387755102	74.0408163265306	1.28775510204082	0	MODERATE	2004	SPRING
3	4	10.9	87.8367346938775	0.259183673469388	1.3	MODERATE	2004	SPRING
3	5	10.3938775510204	80.9183673469388	0.938775510204082	0	MODERATE	2004	SPRING
3	5	12.434693877551	63.530612244898	2	0	HIGH	2004	SPRING
3	5	12.430612244898	72.1428571428571	1.35918367346939	0.3	MODERATE	2004	SPRING
3	4	10.034693877551	93.3673469387755	0.491836734693878	25.7	MODERATE	2004	SPRING
3	4	11.0102040816327	90.4897959183673	0.618367346938775	12.7	MODERATE	2004	SPRING
3	4	8.93061224489796	81.3877551020408	1.33061224489796	2.3	MODERATE	2004	SPRING
4	4	6.1	93.3265306122449	0.555102040816327	35.4	MODERATE	2004	SPRING
6	5	5.56938775510204	87.6122448979592	0.63469387755102	7.6	MODERATE	2004	SPRING
6	5	9.42448979591837	78.4285714285714	1.13877551020408	3.1	MODERATE	2004	SPRING
9	1	8.36734693877551	80.3877551020408	0.391836734693878	1.5	MODERATE	2004	SPRING
9	5	10.6877551020408	72.3265306122449	0.708163265306123	0	MODERATE	2004	SPRING
5	5	13.8040816326531	74.5714285714286	0.638775510204082	26.6	HIGH	2004	SPRING
9	2	9.86122448979592	88.1836734693878	0.520408163265306	1.9	MODERATE	2004	SPRING
1	3	9.6469387755102	69.6734693877551	0.802040816326531	0	MODERATE	2004	SPRING
1	3	10.8571428571429	67.2040816326531	0.569387755102041	1.5	MODERATE	2004	SPRING
1	3	8.35510204081633	77.0408163265306	0.73469387755102	6.7	MODERATE	2004	SPRING
4	3	9.21020408163265	73.9387755102041	0.889795918367347	0	MODERATE	2004	SPRING
9	1	12.1959183673469	67.3877551020408	0.410204081632653	0.3	MODERATE	2004	SPRING
9	5	14.3367346938776	72.3877551020408	0.395918367346939	0	MODERATE	2004	SPRING
7	5	17.5979591836735	58.7959183673469	1.40204081632653	0	HIGH	2004	SPRING
7	5	16.5938775510204	64.2040816326531	2.31836734693878	0	HIGH	2004	SPRING
9	3	11.3326530612245	77.7755102040816	1.19795918367347	20.8	HIGH	2004	SPRING
6	3	6.09387755102041	85.4897959183673	0.446938775510204	2.6	MODERATE	2004	SPRING
6	3	5.85853658536585	71.4146341463415	0.390243902439024	0.3	MODERATE	2004	SPRING
6	1	10.1224489795918	65.2448979591837	0.4	0	MODERATE	2004	SPRING
7	5	12.1708333333333	61.6458333333333	1.08541666666667	0	HIGH	2004	SPRING
6	1	13.8775510204082	61.5510204081633	0.563265306122449	0	HIGH	2004	SPRING
6	3	10.5770833333333	86.5833333333333	0.360416666666667	22.8	MODERATE	2004	SPRING
6	3	10.565306122449	89.1836734693878	0.222448979591837	0.3	MODERATE	2004	SPRING
9	3	12.3918367346939	69.7959183673469	0.424489795918367	0	HIGH	2004	SPRING
9	2	15.8326530612245	67.7551020408163	0.440816326530612	0	HIGH	2004	SPRING
5	5	13.4938775510204	80.7755102040816	0.693877551020408	1.1	HIGH	2004	SPRING
5	1	11.7469387755102	90.5714285714286	0.316326530612245	7.7	MODERATE	2004	SPRING
5	1	13.2938775510204	82.0612244897959	0.473469387755102	1.6	MODERATE	2004	SPRING
5	3	12.0326530612245	91.8163265306122	0.455102040816327	3.4	MODERATE	2004	SPRING
5	3	11.9142857142857	89.8163265306122	0.140816326530612	0.1	MODERATE	2004	SPRING
9	2	11.8612244897959	86.734693877551	0.248979591836735	0.1	MODERATE	2004	SPRING
9	1	14.4326530612245	74.2857142857143	0.281632653061224	0	MODERATE	2004	SPRING
5	1	17.3836734693878	70.2244897959184	0.428571428571429	0	HIGH	2004	SPRING
5	1	19.9857142857143	66.5714285714286	0.551020408163265	0	HIGH	2004	SPRING
5	5	20.069387755102	74.6734693877551	0.475510204081633	2.9	EXTREME	2004	SPRING
2	5	19.9122448979592	65.6326530612245	1.3	0	HIGH	2004	SPRING
2	5	17.2612244897959	71.9795918367347	0.753061224489796	17.8	HIGH	2004	SPRING
9	2	11.0510204081633	94.8163265306122	0.179591836734694	3.3	MODERATE	2004	SPRING
9	3	13.3632653061224	86.0816326530612	0.244897959183673	0.1	MODERATE	2004	SPRING
9	1	15.7	81.3061224489796	0.391836734693878	0	MODERATE	2004	SPRING
9	1	15.9734693877551	87.3265306122449	0.395918367346939	15.3	MODERATE	2004	SPRING
4	3	13.4489795918367	76.1224489795918	0.436734693877551	0	MODERATE	2004	SPRING
9	3	17.3877551020408	72.5102040816327	0.479591836734694	1.3	MODERATE	2004	SPRING
4	4	19.5959183673469	68.5510204081633	2.13469387755102	0.4	HIGH	2004	SPRING
3	1	14.4714285714286	92.1020408163265	0.585714285714286	50.7	MODERATE	2004	SPRING
3	5	12.9795918367347	88.6122448979592	0.43265306122449	11.5	MODERATE	2004	SPRING
3	5	16.1551020408163	75.3061224489796	0.846938775510204	0.6	MODERATE	2004	SPRING
9	5	17.830612244898	77.2244897959184	1.2	0	HIGH	2004	SPRING
9	1	16.8816326530612	81.0816326530612	0.379591836734694	0	MODERATE	2004	SPRING
8	2	12.9591836734694	91.469387755102	0.314285714285714	13.4	MODERATE	2004	SPRING
8	2	14.965306122449	74.6734693877551	0.424489795918367	0	MODERATE	2004	SPRING
8	1	18.834693877551	71.5714285714286	0.512244897959184	0	HIGH	2004	SPRING
2	2	20.3775510204082	79.7142857142857	0.510204081632653	13.1	HIGH	2004	SPRING
9	3	13.5510204081633	91.0612244897959	0.408163265306122	8.1	MODERATE	2004	SPRING
2	1	16.5959183673469	76.8571428571429	0.43469387755102	0.9	MODERATE	2004	SPRING
5	1	19.9836734693878	74.1632653061225	1.33877551020408	0.3	HIGH	2004	SPRING
4	2	12.6142857142857	96.3469387755102	0.195918367346939	0.5	MODERATE	2004	SPRING
8	3	15.0857142857143	75.6938775510204	0.43469387755102	0.3	MODERATE	2004	SPRING
8	3	16.7836734693878	79.5918367346939	0.512244897959184	0.5	MODERATE	2004	SPRING
8	1	19.9224489795918	73.8571428571429	0.591836734693878	0.2	HIGH	2004	SPRING
2	3	21.6040816326531	63.6326530612245	0.802040816326531	0	HIGH	2004	SPRING
4	3	17.5553191489362	74.1276595744681	0.395744680851064	0.1	MODERATE	2004	SPRING
8	5	23.6877551020408	50.7142857142857	1.78571428571429	0.1	HIGH	2004	SPRING
2	5	17.1795918367347	68.2448979591837	1.02040816326531	0.1	HIGH	2004	SPRING
2	3	17.6367346938775	59.8163265306122	0.793877551020408	0.1	MODERATE	2004	SPRING
8	2	11.7632653061224	82.469387755102	0.479591836734694	0.1	MODERATE	2004	SPRING
2	3	11.9530612244898	77.1428571428571	0.316326530612245	0.2	MODERATE	2004	SPRING
9	2	13.8408163265306	71.4285714285714	0.442857142857143	0.2	MODERATE	2004	SPRING
9	1	13.4897959183673	72.1224489795918	0.322448979591837	0.1	MODERATE	2004	SPRING
9	1	16.969387755102	69.3877551020408	0.251020408163265	0.1	HIGH	2004	SPRING
5	5	18.630612244898	73.2040816326531	0.475510204081633	0	HIGH	2004	SPRING
9	5	19.5387755102041	62.5510204081633	1.11428571428571	0.6	HIGH	2004	SPRING
7	5	19.6530612244898	63.5510204081633	1.00204081632653	0	HIGH	2004	SPRING
2	1	20.5367346938776	64.1836734693878	0.840816326530612	0	HIGH	2004	SPRING
2	5	20.8183673469388	62.734693877551	0.56530612244898	0	HIGH	2004	SPRING
5	5	22.2795918367347	61.1836734693878	0.342857142857143	0.1	HIGH	2004	SPRING
5	1	22.7938775510204	70.8979591836735	0.312244897959184	0	HIGH	2004	SPRING
5	1	19.2340425531915	80.936170212766	0.342553191489362	0	HIGH	2004	SPRING
5	2	19.4408163265306	77.8163265306122	0.395918367346939	0	HIGH	2004	SPRING
5	2	17.5081632653061	77.8571428571429	0.504081632653061	0	MODERATE	2004	SPRING
9	3	16.6083333333333	75.3958333333333	0.458333333333333	5.1	MODERATE	2004	SPRING
9	2	12.1775510204082	85.3469387755102	0.220408163265306	5.2	MODERATE	2004	SPRING
9	2	14.034693877551	69.5714285714286	0.275510204081633	0	MODERATE	2004	SPRING
6	2	13.8204081632653	77.2040816326531	0.320408163265306	0	MODERATE	2004	SPRING
6	2	17.3734693877551	72	0.361224489795918	0	MODERATE	2004	SPRING
9	2	18.5734693877551	66.1836734693878	0.389795918367347	0	HIGH	2004	SPRING
9	2	19.9632653061224	73.6938775510204	0.410204081632653	3.8	HIGH	2004	SUMMER
9	1	19.7632653061224	76.8979591836735	0.338775510204082	1	MODERATE	2004	SUMMER
5	1	18.6224489795918	83.2040816326531	0.318367346938775	11.4	MODERATE	2004	SUMMER
5	1	18.465306122449	80.7755102040816	0.314285714285714	0.1	MODERATE	2004	SUMMER
5	3	18.2142857142857	72.8775510204082	0.33469387755102	0	HIGH	2004	SUMMER
5	3	19.3326530612245	73.5918367346939	0.389795918367347	0.2	HIGH	2004	SUMMER
5	1	18.2775510204082	79.3265306122449	0.363265306122449	24.3	MODERATE	2004	SUMMER
5	1	17.9142857142857	85.1836734693878	0.191836734693878	2.2	MODERATE	2004	SUMMER
5	1	18.0959183673469	76.0816326530612	0.344897959183673	1.9	MODERATE	2004	SUMMER
5	1	17.7571428571429	73.7142857142857	0.33265306122449	0.1	MODERATE	2004	SUMMER
5	5	19.4625	76.75	0.304166666666667	0.1	MODERATE	2004	SUMMER
5	5	22.4024390243902	65.8536585365854	1.5219512195122	0	HIGH	2004	SUMMER
5	5	17.7020408163265	78.530612244898	0.375510204081633	30.8	MODERATE	2004	SUMMER
8	1	16.3979591836735	72.7959183673469	0.326530612244898	0	MODERATE	2004	SUMMER
9	2	15.3122448979592	72.3673469387755	0.312244897959184	0	MODERATE	2004	SUMMER
4	1	16.0877551020408	69.9183673469388	0.408163265306122	0	MODERATE	2004	SUMMER
4	1	20.0612244897959	58.4489795918367	1.27551020408163	0	HIGH	2004	SUMMER
5	4	21.4224489795918	60.5102040816327	2.41020408163265	0	HIGH	2004	SUMMER
5	4	21.7408163265306	67.0204081632653	1.81020408163265	0	HIGH	2004	SUMMER
5	5	20.8571428571429	69.734693877551	1.32857142857143	17.6	HIGH	2004	SUMMER
4	2	13.6897959183673	83.8979591836735	0.346938775510204	6.8	MODERATE	2004	SUMMER
4	2	14.4795918367347	69.7959183673469	0.344897959183673	0.1	MODERATE	2004	SUMMER
4	1	15.965306122449	69.0204081632653	0.663265306122449	0.2	HIGH	2004	SUMMER
9	5	18.0244897959184	66.3469387755102	1.14285714285714	0	HIGH	2004	SUMMER
9	4	18.5897959183673	74.2857142857143	0.712244897959184	63.1	MODERATE	2004	SUMMER
2	2	11.2081632653061	89.6530612244898	0.26530612244898	31.9	MODERATE	2004	SUMMER
8	1	13.9102040816327	72.1632653061225	0.304081632653061	0	MODERATE	2004	SUMMER
2	1	15.9326530612245	70.5102040816327	0.246938775510204	0	MODERATE	2004	SUMMER
9	5	16.6469387755102	69.4285714285714	0.530612244897959	0.1	HIGH	2004	SUMMER
9	5	16.6367346938775	72.8979591836735	0.781632653061225	0	MODERATE	2004	SUMMER
8	2	13.0408163265306	87.2448979591837	0.3	21	MODERATE	2004	SUMMER
8	3	13.4591836734694	81.8979591836735	0.195918367346939	0	MODERATE	2004	SUMMER
4	3	14.6387755102041	82.4489795918367	0.242857142857143	0	MODERATE	2004	SUMMER
9	3	14.8591836734694	80.8775510204082	0.218367346938776	0.1	MODERATE	2004	SUMMER
7	2	15.4081632653061	80.1632653061225	0.261224489795918	0.2	MODERATE	2004	SUMMER
5	3	16.3469387755102	69.1020408163265	0.787755102040816	0.1	HIGH	2004	SUMMER
9	3	14.1551020408163	74.8367346938775	0.444897959183673	0.2	MODERATE	2004	SUMMER
5	3	12.1510204081633	67.5510204081633	0.536734693877551	0	MODERATE	2004	SUMMER
5	2	14.2795918367347	71.2857142857143	0.283673469387755	0	MODERATE	2004	SUMMER
9	3	11.1591836734694	66.9387755102041	0.489795918367347	0	MODERATE	2004	SUMMER
6	3	8.38571428571429	70.2857142857143	0.402040816326531	0	MODERATE	2004	SUMMER
8	1	13.9122448979592	69.0408163265306	0.781632653061225	1.3	MODERATE	2004	SUMMER
6	5	15.9857142857143	78.3877551020408	1.02244897959184	30	MODERATE	2004	SUMMER
1	1	14.6938775510204	80.0816326530612	0.416326530612245	0.3	MODERATE	2004	SUMMER
2	4	18.0979591836735	77.4489795918367	1.2469387755102	5.4	MODERATE	2004	SUMMER
5	4	16.3122448979592	81.6326530612245	0.673469387755102	23	MODERATE	2004	SUMMER
4	2	11.9591836734694	86.9387755102041	0.208163265306122	1.8	LOW	2004	SUMMER
9	3	9.04897959183674	79.265306122449	0.3	0.1	MODERATE	2004	SUMMER
6	3	10.5122448979592	74.1836734693878	0.353061224489796	0	MODERATE	2004	SUMMER
6	3	12.8571428571429	78.6122448979592	0.246938775510204	0	MODERATE	2004	SUMMER
5	1	13.0571428571429	79.7959183673469	0.26734693877551	0	MODERATE	2004	SUMMER
5	5	15.8367346938776	79.1224489795918	0.981632653061224	8.5	MODERATE	2004	SUMMER
7	2	10.6714285714286	87.8979591836735	0.312244897959184	0.2	MODERATE	2004	SUMMER
5	5	17.5408163265306	71.6530612244898	2.30816326530612	5.9	HIGH	2004	SUMMER
4	2	6.71428571428571	88.8163265306122	0.528571428571429	52.6	MODERATE	2004	SUMMER
4	2	8.56326530612245	83.8163265306122	0.206122448979592	0.5	LOW	2004	SUMMER
9	2	9.59795918367347	76.4285714285714	0.618367346938775	0	MODERATE	2004	SUMMER
6	2	9.88775510204082	77.1020408163265	0.326530612244898	0	LOW	2004	SUMMER
4	1	10.2897959183673	74.1224489795918	0.208163265306122	0	MODERATE	2004	SUMMER
9	1	11.8183673469388	75.7959183673469	0.326530612244898	0	MODERATE	2004	SUMMER
9	5	11.2122448979592	80.8775510204082	0.297959183673469	0	MODERATE	2004	SUMMER
9	1	12.8591836734694	85.5102040816327	0.43469387755102	41.5	MODERATE	2004	AUTOMN
2	1	11.7755102040816	85.6122448979592	0.144897959183673	0	MODERATE	2004	AUTOMN
5	3	12.3469387755102	85.7959183673469	0.257142857142857	0	MODERATE	2004	AUTOMN
5	1	13.2938775510204	80.8979591836735	0.248979591836735	0.2	MODERATE	2004	AUTOMN
5	5	13.9	78.1020408163265	0.263265306122449	0	HIGH	2004	AUTOMN
5	5	12.4591836734694	80.5714285714286	0.36734693877551	0	MODERATE	2004	AUTOMN
5	1	14.765306122449	79.6530612244898	0.189795918367347	0.1	MODERATE	2004	AUTOMN
5	5	14.2040816326531	80.469387755102	0.502040816326531	0	MODERATE	2004	AUTOMN
